iter	MultiClass
440	0.0001078805172
441	0.0001072174859
442	0.0001069881169
443	0.0001066854942
444	0.0001059304525
445	0.0001054564197
446	0.0001049136593
447	0.0001043581407
448	0.0001035445225
449	0.0001025588914
450	0.0001016895051
451	0.0001010262126
452	0.000100166225
453	9.948122961e-05
454	9.920292147e-05
455	9.85571512e-05
456	9.82334061e-05
457	9.775096146e-05
458	9.727058055e-05
459	9.697983741e-05
460	9.659091795e-05
461	9.588397838e-05
462	9.525829111e-05
463	9.472896231e-05
464	9.42575306e-05
465	9.360892355e-05
466	9.287553254e-05
467	9.244261035e-05
468	9.119058547e-05
469	9.08324405e-05
470	9.039960029e-05
471	8.995707117e-05
472	8.899616644e-05
473	8.858712076e-05
474	8.701850832e-05
475	8.671660053e-05
476	8.642091799e-05
477	8.591405541e-05
478	8.559063019e-05
479	8.533043437e-05
480	8.466951921e-05
481	8.420330211e-05
482	8.375400387e-05
483	8.342631071e-05
484	8.303753225e-05
485	8.247324617e-05
486	8.215449587e-05
487	8.16909283e-05
488	8.140471216e-05
489	8.12721367e-05
490	8.08152711e-05
491	8.04994422e-05
492	7.994819118e-05
493	7.960187115e-05
494	7.929419559e-05
495	7.877565986e-05
496	7.833326842e-05
497	7.781847003e-05
498	7.750547665e-05
499	7.719526425e-05
500	7.676830415e-05
501	7.638271378e-05
502	7.603282097e-05
503	7.584081504e-05
504	7.533763717e-05
505	7.505118533e-05
506	7.475408897e-05
507	7.432626005e-05
508	7.397229848e-05
509	7.344750272e-05
510	7.325646827e-05
511	7.301446185e-05
512	7.274403371e-05
513	7.244632185e-05
514	7.21545401e-05
515	7.203862508e-05
516	7.157759485e-05
517	7.125392453e-05
518	7.097756417e-05
519	7.071056795e-05
520	7.056283901e-05
521	6.961748984e-05
522	6.900467526e-05
523	6.884081959e-05
524	6.841660417e-05
525	6.826725725e-05
526	6.810545868e-05
527	6.798004674e-05
528	6.744051e-05
529	6.727800281e-05
530	6.703558856e-05
531	6.672677066e-05
532	6.627942254e-05
533	6.586810199e-05
534	6.5677228e-05
535	6.546212687e-05
536	6.509701011e-05
537	6.485566025e-05
538	6.416963962e-05
539	6.394624107e-05
540	6.360237196e-05
541	6.325050521e-05
542	6.253761439e-05
543	6.239877955e-05
544	6.20908464e-05
545	6.183909646e-05
546	6.171080736e-05
547	6.130274611e-05
548	6.08883696e-05
549	6.072216495e-05
550	6.060732948e-05
551	6.030389345e-05
552	5.992511394e-05
553	5.955223806e-05
554	5.93781005e-05
555	5.910937851e-05
556	5.891297777e-05
557	5.851767031e-05
558	5.814022071e-05
559	5.790729768e-05
560	5.757329462e-05
561	5.740159257e-05
562	5.721291848e-05
563	5.701547648e-05
564	5.671123864e-05
565	5.656613485e-05
566	5.646578859e-05
567	5.627349767e-05
568	5.594023673e-05
569	5.545109359e-05
570	5.524356954e-05
571	5.505272874e-05
572	5.487689519e-05
573	5.465863185e-05
574	5.435941293e-05
575	5.41500845e-05
576	5.401105178e-05
577	5.381140754e-05
578	5.372636054e-05
579	5.357385931e-05
580	5.335122174e-05
581	5.320787275e-05
582	5.305975577e-05
583	5.291130548e-05
584	5.258293835e-05
585	5.216248399e-05
586	5.195120785e-05
587	5.181144151e-05
588	5.15616138e-05
589	5.142290444e-05
590	5.114491649e-05
591	5.107409921e-05
592	5.091701205e-05
593	5.081872035e-05
594	5.06414429e-05
595	5.055928227e-05
596	5.039587014e-05
597	5.027120808e-05
598	5.004780367e-05
599	4.989503881e-05
600	4.964037934e-05
601	4.939022169e-05
602	4.912635496e-05
603	4.886873283e-05
604	4.877774239e-05
605	4.848413468e-05
606	4.833035529e-05
607	4.811216438e-05
608	4.791673783e-05
609	4.774254545e-05
610	4.753658869e-05
611	4.73785182e-05
612	4.726973523e-05
613	4.705689772e-05
614	4.689782154e-05
615	4.67804005e-05
616	4.650977499e-05
617	4.643838389e-05
618	4.618471483e-05
619	4.610903353e-05
620	4.58766507e-05
621	4.573640501e-05
622	4.559543406e-05
623	4.535373484e-05
624	4.517485311e-05
625	4.505473074e-05
626	4.498196871e-05
627	4.474086504e-05
628	4.461915721e-05
629	4.452486982e-05
630	4.445525893e-05
631	4.426761478e-05
632	4.416519902e-05
633	4.395258024e-05
634	4.373264941e-05
635	4.366307287e-05
636	4.352848225e-05
637	4.341715857e-05
638	4.327470752e-05
639	4.317420054e-05
640	4.296146489e-05
641	4.287555259e-05
642	4.279726184e-05
643	4.269424186e-05
644	4.257114793e-05
645	4.243416419e-05
646	4.238224266e-05
647	4.229174841e-05
648	4.224997069e-05
649	4.206374347e-05
650	4.190053992e-05
651	4.17436352e-05
652	4.17011515e-05
653	4.158023675e-05
654	4.14080474e-05
655	4.125686268e-05
656	4.114279676e-05
657	4.10868293e-05
658	4.1016021e-05
659	4.090176676e-05
660	4.083980135e-05
661	4.07136747e-05
662	4.06298435e-05
663	4.046809371e-05
664	4.035984527e-05
665	4.030582899e-05
666	4.020270025e-05
667	4.005669164e-05
668	3.995886917e-05
669	3.98420309e-05
670	3.975687233e-05
671	3.967834358e-05
672	3.961483785e-05
673	3.952040397e-05
674	3.944515082e-05
675	3.925092763e-05
676	3.910940628e-05
677	3.90045164e-05
678	3.893706619e-05
679	3.885492804e-05
680	3.877004924e-05
681	3.871915414e-05
682	3.859556558e-05
683	3.844394094e-05
684	3.834347216e-05
685	3.824598443e-05
686	3.813167065e-05
687	3.803164056e-05
688	3.790375562e-05
689	3.779913868e-05
690	3.771200025e-05
691	3.767995319e-05
692	3.755416258e-05
693	3.745989277e-05
694	3.738768936e-05
695	3.729828363e-05
696	3.71933439e-05
697	3.701866532e-05
698	3.68844626e-05
699	3.67450118e-05
